"Time (s)","Latitude (째)","Longitude (째)","Height (m)","Velocity (m/s)","Direction (째)","Horizontal Accuracy (m)","Vertical Accuracy (째)"
5.516799971E2,3.053749382E1,1.143563730E2,2.005247693E1,8.577646096E-1,1.463659609E1,1.423039066E1,1.009538583E1
5.526799824E2,3.053750236E1,1.143563737E2,2.028088009E1,8.682809746E-1,1.328599257E1,1.422997158E1,1.009597653E1
5.536799675E2,3.053750910E1,1.143563720E2,2.079444662E1,7.486064147E-1,8.666413237E0,1.423013971E1,1.009573956E1
5.546799518E2,3.053751541E1,1.143563740E2,2.052302995E1,6.490403380E-1,1.037822351E1,1.423155699E1,1.009374158E1
5.556799368E2,3.053752200E1,1.143563750E2,2.042249881E1,6.812618158E-1,1.164622215E1,1.422909583E1,1.009721076E1
5.566799198E2,3.053752871E1,1.143563789E2,1.991762743E1,7.176367239E-1,1.343688221E1,1.422975664E1,1.009627947E1
5.576799034E2,3.053753622E1,1.143563800E2,1.999642422E1,7.812002386E-1,1.418104659E1,1.422943295E1,1.009673567E1
5.586798862E2,3.053754542E1,1.143563822E2,2.016446826E1,8.558735502E-1,1.464364454E1,1.422981255E1,1.009620068E1
5.596798694E2,3.053755290E1,1.143563849E2,2.013558608E1,8.431839709E-1,1.531746711E1,1.422980850E1,1.009620638E1
5.606798513E2,3.053756039E1,1.143563858E2,1.986390211E1,7.415382259E-1,1.458238901E1,1.423014610E1,1.009573054E1
5.616798331E2,3.053756959E1,1.143563875E2,1.998854214E1,7.701188283E-1,1.634202070E1,1.423007892E1,1.009582524E1
5.626798159E2,3.053758015E1,1.143563916E2,1.992373076E1,8.837917893E-1,1.631485081E1,1.422821956E1,1.009844550E1
5.636797975E2,3.053758667E1,1.143563940E2,1.972399178E1,7.495246779E-1,1.688052380E1,1.422928057E1,1.009695042E1
5.646797796E2,3.053759462E1,1.143563964E2,1.960904000E1,7.500393616E-1,1.761617096E1,1.422974749E1,1.009629237E1
5.656797602E2,3.053760093E1,1.143563985E2,1.927752971E1,7.299738669E-1,1.783392039E1,1.422904735E1,1.009727907E1
5.666797420E2,3.053760870E1,1.143564015E2,1.934550631E1,6.895241938E-1,1.739794547E1,1.422843679E1,1.009813942E1
5.676797223E2,3.053761380E1,1.143564044E2,1.903182554E1,6.008589968E-1,1.890185247E1,1.422863692E1,1.009785743E1
5.686797031E2,3.053761949E1,1.143564076E2,1.862257744E1,5.493957441E-1,2.309562456E1,1.422841219E1,1.009817409E1
5.696796836E2,3.053762764E1,1.143564092E2,1.793239920E1,6.797198797E-1,2.100058094E1,1.422974686E1,1.009629326E1
5.706796638E2,3.053763135E1,1.143564101E2,1.798918903E1,5.046438220E-1,2.259713466E1,1.422989976E1,1.009607776E1
5.716796435E2,3.053764219E1,1.143564136E2,1.804664627E1,7.096697562E-1,2.178287775E1,1.422999031E1,1.009595013E1
5.726796238E2,3.053765198E1,1.143564146E2,1.820344666E1,8.407416530E-1,2.001519522E1,1.423020025E1,1.009565422E1
5.736796041E2,3.053766119E1,1.143564165E2,1.839940109E1,8.119227146E-1,1.825547492E1,1.423042147E1,1.009534240E1
5.746795831E2,3.053766774E1,1.143564160E2,1.844122003E1,6.375914969E-1,1.671310155E1,1.423016647E1,1.009570183E1
5.756795634E2,3.053767461E1,1.143564169E2,1.853530736E1,6.186672380E-1,1.589983500E1,1.423121368E1,1.009422561E1
5.766795425E2,3.053768493E1,1.143564203E2,1.821062259E1,8.261419793E-1,1.672462423E1,1.423087448E1,1.009470380E1
5.776795216E2,3.053769373E1,1.143564229E2,1.848179789E1,8.557198528E-1,1.750719993E1,1.423121234E1,1.009422749E1
5.786795003E2,3.053770320E1,1.143564253E2,1.839972085E1,9.108178458E-1,1.799666860E1,1.422937191E1,1.009682170E1
5.796794802E2,3.053771342E1,1.143564291E2,1.865374516E1,9.920912569E-1,1.848320355E1,1.422989956E1,1.009607804E1
5.806794592E2,3.053771845E1,1.143564314E2,1.846937017E1,8.060478093E-1,1.946374766E1,1.422894428E1,1.009742432E1
5.816794381E2,3.053772869E1,1.143564323E2,1.876313933E1,8.695622915E-1,1.748274610E1,1.423122497E1,1.009420969E1
5.826794176E2,3.053773857E1,1.143564342E2,1.871024395E1,8.727680380E-1,1.606229121E1,1.423066983E1,1.009499230E1
5.836793960E2,3.053774516E1,1.143564362E2,1.870145056E1,8.149263818E-1,1.590508367E1,1.423026421E1,1.009556407E1
5.846793746E2,3.053775205E1,1.143564388E2,1.824343950E1,7.284027597E-1,1.672851724E1,1.422943027E1,1.009673945E1
5.856793540E2,3.053775996E1,1.143564410E2,1.817875857E1,6.352351028E-1,1.617594323E1,1.422936417E1,1.009683261E1
5.866793329E2,3.053776381E1,1.143564410E2,1.752523901E1,4.925588081E-1,1.565829109E1,1.422878420E1,1.009764991E1
5.876793119E2,3.053777623E1,1.143564435E2,1.756414127E1,7.779966909E-1,1.582711581E1,1.422825980E1,1.009838880E1
5.886792899E2,3.053777951E1,1.143564445E2,1.770322635E1,5.989721080E-1,1.899273896E1,1.423009324E1,1.009580505E1
5.896792694E2,3.053778925E1,1.143564479E2,1.788053842E1,7.195695954E-1,2.076199621E1,1.422993369E1,1.009602993E1
5.906792479E2,3.053779491E1,1.143564511E2,1.807134429E1,6.737079871E-1,2.269182755E1,1.422909513E1,1.009721174E1
5.916792257E2,3.053780470E1,1.143564522E2,1.832536664E1,7.471545327E-1,2.072820132E1,1.422907866E1,1.009723496E1
5.926792048E2,3.053781448E1,1.143564536E2,1.839557684E1,8.158325207E-1,2.112608427E1,1.422835799E1,1.009825045E1
5.936791831E2,3.053782428E1,1.143564525E2,1.875632712E1,7.893161392E-1,1.809304259E1,1.422786162E1,1.009894979E1
5.946791618E2,3.053783125E1,1.143564530E2,1.916658378E1,7.292353442E-1,1.626137237E1,1.422835343E1,1.009825687E1
5.956791400E2,3.053783660E1,1.143564527E2,1.912712908E1,6.370261584E-1,1.649986362E1,1.422831053E1,1.009831733E1
5.966791182E2,3.053784628E1,1.143564533E2,1.946207780E1,7.871278181E-1,1.601270356E1,1.422772449E1,1.009914299E1
5.976790963E2,3.053785408E1,1.143564556E2,1.979534907E1,7.522142095E-1,1.717849200E1,1.422610962E1,1.010141764E1
5.986790744E2,3.053786302E1,1.143564561E2,1.979334215E1,7.889399742E-1,1.742273321E1,1.422877582E1,1.009766171E1
5.996790529E2,3.053787508E1,1.143564610E2,1.967697452E1,8.668126917E-1,1.776143535E1,1.422742266E1,1.009956820E1
6.006790309E2,3.053788254E1,1.143564599E2,1.963591463E1,7.724851127E-1,1.749048959E1,1.422756183E1,1.009937214E1
6.016790086E2,3.053789006E1,1.143564621E2,1.976438126E1,6.843397796E-1,1.718787352E1,1.422919330E1,1.009707341E1
6.026789881E2,3.053790114E1,1.143564612E2,1.990088060E1,8.069403249E-1,1.429752124E1,1.422948353E1,1.009666438E1
6.036789656E2,3.053790988E1,1.143564627E2,2.004002330E1,7.174936986E-1,1.589045261E1,1.422887149E1,1.009752690E1
6.046789434E2,3.053791188E1,1.143564607E2,2.033540540E1,3.869092636E-1,1.532679654E1,1.422791635E1,1.009887269E1
6.056789217E2,3.053791732E1,1.143564624E2,2.003230979E1,3.526686683E-1,1.722283820E1,1.422776713E1,1.009908292E1
6.066788995E2,3.053792988E1,1.143564668E2,2.021341757E1,7.955556626E-1,1.680266305E1,1.422538846E1,1.010243319E1
6.076788774E2,3.053793660E1,1.143564659E2,2.037818372E1,6.965448720E-1,9.144325762E0,1.422750772E1,1.009944837E1
6.086788563E2,3.053794332E1,1.143564680E2,2.046537226E1,5.902964784E-1,1.044426971E1,1.422663397E1,1.010067914E1
6.096788341E2,3.053795302E1,1.143564693E2,2.064068252E1,7.949306503E-1,9.635645555E0,1.422870306E1,1.009776423E1
6.106788129E2,3.053795954E1,1.143564694E2,2.132253316E1,7.776974999E-1,8.997178060E0,1.422768081E1,1.009920453E1
6.116787903E2,3.053796591E1,1.143564715E2,2.121013453E1,7.042227069E-1,1.074655641E1,1.422633701E1,1.010109739E1
6.126787684E2,3.053797522E1,1.143564727E2,2.157365430E1,7.693290872E-1,9.831228840E0,1.422654576E1,1.010080339E1
6.136787465E2,3.053797885E1,1.143564749E2,2.186009784E1,6.382042905E-1,1.224403729E1,1.422603116E1,1.010152814E1
6.146787246E2,3.053798337E1,1.143564792E2,2.153970976E1,5.584085780E-1,1.684654877E1,1.422529063E1,1.010257095E1
6.156787030E2,3.053799403E1,1.143564823E2,2.174346691E1,7.543329364E-1,1.661309228E1,1.422461583E1,1.010352106E1
6.166786811E2,3.053799740E1,1.143564790E2,2.178467438E1,5.412929850E-1,1.139302443E1,1.422453728E1,1.010363165E1
6.176786596E2,3.053800360E1,1.143564792E2,2.197464287E1,5.302531538E-1,1.187066076E1,1.422496155E1,1.010303431E1
6.186786366E2,3.053801465E1,1.143564803E2,2.172748757E1,8.021734985E-1,9.633041736E0,1.422557508E1,1.010217041E1
6.196786147E2,3.053802081E1,1.143564841E2,2.177986995E1,7.725789953E-1,1.396781961E1,1.422521290E1,1.010268040E1
6.206785930E2,3.053802536E1,1.143564861E2,2.173728793E1,6.425878945E-1,1.768545100E1,1.422649460E1,1.010087544E1
6.216785706E2,3.053803138E1,1.143564864E2,2.191362088E1,5.780881437E-1,1.418119275E1,1.422825504E1,1.009839550E1
6.226785488E2,3.053803662E1,1.143564885E2,2.156016766E1,5.641239650E-1,1.497078393E1,1.422852476E1,1.009801547E1
6.236785266E2,3.053804440E1,1.143564916E2,2.145312468E1,5.890416003E-1,1.492187686E1,1.422855528E1,1.009797247E1
6.246785047E2,3.053805221E1,1.143564942E2,2.129433189E1,6.394701171E-1,1.479085966E1,1.422923621E1,1.009701294E1
6.256784827E2,3.053806086E1,1.143564948E2,2.093801457E1,7.333936007E-1,1.282208343E1,1.423052118E1,1.009520184E1
6.266784608E2,3.053806603E1,1.143564982E2,2.064544432E1,6.063141124E-1,1.520845079E1,1.423091987E1,1.009463981E1
6.276784383E2,3.053806999E1,1.143564998E2,2.045914266E1,3.993518941E-1,1.510667216E1,1.423027832E1,1.009554417E1
6.286784168E2,3.053808059E1,1.143565045E2,2.049860795E1,6.542185667E-1,1.589642946E1,1.422898424E1,1.009736802E1
6.296783942E2,3.053808715E1,1.143565068E2,2.072598736E1,6.178643023E-1,1.917969222E1,1.422789487E1,1.009890295E1
6.306783720E2,3.053809292E1,1.143565087E2,2.022937307E1,5.017952907E-1,1.741217980E1,1.422735187E1,1.009966792E1
6.316783506E2,3.053810395E1,1.143565095E2,2.000095192E1,6.597984911E-1,1.495156082E1,1.422674996E1,1.010051577E1
6.326783288E2,3.053811098E1,1.143565092E2,2.038877798E1,6.861880970E-1,1.326105749E1,1.422556849E1,1.010217968E1
6.336783053E2,3.053811729E1,1.143565097E2,2.035842297E1,6.091360542E-1,1.200204735E1,1.422520813E1,1.010268711E1
6.346782833E2,3.053812902E1,1.143565122E2,2.038854866E1,7.548587223E-1,1.066791354E1,1.422501595E1,1.010295771E1
6.356782616E2,3.053813929E1,1.143565114E2,2.032987844E1,8.322932556E-1,7.301057722E0,1.422438098E1,1.010385169E1
6.366775110E2,3.053814868E1,1.143565122E2,2.065169759E1,8.581128102E-1,6.594881417E0,1.422654614E1,1.010080285E1
6.376774926E2,3.053815248E1,1.143565150E2,2.047555689E1,6.528073245E-1,7.513717547E0,1.422531724E1,1.010253348E1
6.386775153E2,3.053815451E1,1.143565106E2,2.018544732E1,3.757841712E-1,3.566710040E2,1.422594065E1,1.010165560E1
6.396775320E2,3.053816278E1,1.143565082E2,2.003835786E1,5.328850577E-1,3.486249410E2,1.422314718E1,1.010558844E1
6.406775613E2,3.053817378E1,1.143565050E2,2.042099999E1,7.676233468E-1,3.433137442E2,1.422251477E1,1.010647846E1
6.416776209E2,3.053818057E1,1.143565034E2,2.066123482E1,7.587417937E-1,3.398463327E2,1.422351219E1,1.010507467E1
6.426776632E2,3.053818466E1,1.143565002E2,2.057123046E1,6.838210473E-1,3.332857874E2,1.422382463E1,1.010463489E1
6.436777161E2,3.053818762E1,1.143564967E2,2.083225998E1,5.219555150E-1,3.288366458E2,1.422573416E1,1.010194638E1
6.446777956E2,3.053819560E1,1.143564882E2,2.076814522E1,7.515947156E-1,3.243624392E2,1.422653494E1,1.010081862E1
6.456778539E2,3.053820060E1,1.143564825E2,2.029154288E1,7.823476963E-1,3.233063157E2,1.422703346E1,1.010011644E1
6.466779103E2,3.053820388E1,1.143564736E2,2.045709352E1,9.169319383E-1,3.150493421E2,1.422699248E1,1.010017418E1
6.476779926E2,3.053820800E1,1.143564686E2,2.015494063E1,8.844910150E-1,3.115154141E2,1.422709489E1,1.010002992E1
6.486780523E2,3.053821343E1,1.143564614E2,2.015251170E1,8.920862815E-1,3.099142173E2,1.422703865E1,1.010010913E1
6.496781130E2,3.053821671E1,1.143564551E2,2.036059227E1,7.778050632E-1,3.092183254E2,1.422728875E1,1.009975684E1
6.506781979E2,3.053821920E1,1.143564491E2,2.041152053E1,7.204089305E-1,3.061350483E2,1.422751468E1,1.009943856E1
6.516782756E2,3.053822078E1,1.143564403E2,2.045544644E1,7.726058591E-1,3.021541253E2,1.422797923E1,1.009878410E1
6.526783479E2,3.053822072E1,1.143564342E2,2.024241830E1,6.315103420E-1,2.966752236E2,1.422818108E1,1.009849972E1
6.536784159E2,3.053822443E1,1.143564230E2,2.024730342E1,9.171551107E-1,2.956751565E2,1.422696536E1,1.010021237E1
6.546784786E2,3.053822416E1,1.143564136E2,2.024287833E1,8.785401342E-1,2.897818260E2,1.422826133E1,1.009838665E1
6.556785369E2,3.053822602E1,1.143564042E2,2.047662615E1,8.086600585E-1,2.893962225E2,1.422776912E1,1.009908012E1
6.566785903E2,3.053822891E1,1.143563959E2,2.056737373E1,8.006484174E-1,2.905829319E2,1.422795950E1,1.009881190E1
6.576786402E2,3.053823183E1,1.143563859E2,2.081025871E1,8.687933804E-1,2.901573001E2,1.422751299E1,1.009944094E1
6.586786848E2,3.053823506E1,1.143563773E2,2.098493056E1,8.655362127E-1,2.903119347E2,1.422624887E1,1.010122153E1
6.596787271E2,3.053823714E1,1.143563737E2,2.070558486E1,6.572769630E-1,2.914701441E2,1.422761996E1,1.009929025E1
6.606787664E2,3.053823887E1,1.143563630E2,2.059575215E1,8.453668574E-1,2.898055770E2,1.422621398E1,1.010127067E1
6.616788015E2,3.053824119E1,1.143563537E2,2.068705767E1,8.375393761E-1,2.901730345E2,1.422587668E1,1.010174569E1
6.626788341E2,3.053824381E1,1.143563462E2,2.082281433E1,7.763767687E-1,2.898791901E2,1.422627858E1,1.010117969E1
6.636788638E2,3.053824510E1,1.143563374E2,2.079408913E1,8.229641866E-1,2.892416680E2,1.422611104E1,1.010141564E1
6.646788903E2,3.053824626E1,1.143563284E2,2.075889948E1,7.838500800E-1,2.869867913E2,1.422606894E1,1.010147493E1
6.656789150E2,3.053824791E1,1.143563184E2,2.071100293E1,8.387192951E-1,2.854073810E2,1.422609574E1,1.010143720E1
6.666789376E2,3.053825365E1,1.143563077E2,2.084759851E1,1.033174337E0,2.912405720E2,1.422597834E1,1.010160253E1
6.676789577E2,3.053825563E1,1.143563022E2,2.057421113E1,8.191603360E-1,2.920173990E2,1.422596601E1,1.010161988E1
6.686789767E2,3.053825506E1,1.143562915E2,2.027921286E1,8.296128269E-1,2.838664296E2,1.422645150E1,1.010093615E1
6.696789919E2,3.053825914E1,1.143562872E2,1.956414488E1,7.065888389E-1,2.911696036E2,1.422623001E1,1.010124809E1
6.706790074E2,3.053826066E1,1.143562787E2,1.943338598E1,6.789058961E-1,2.895275048E2,1.422707724E1,1.010005477E1
6.716790203E2,3.053826327E1,1.143562710E2,1.954624723E1,6.737392845E-1,2.916409603E2,1.422708751E1,1.010004031E1
6.726790314E2,3.053826682E1,1.143562644E2,1.958052810E1,7.265709739E-1,2.929430431E2,1.422705637E1,1.010008417E1
6.736790409E2,3.053826838E1,1.143562582E2,1.886529177E1,7.042982016E-1,2.910538274E2,1.422663540E1,1.010067712E1
6.746790496E2,3.053827120E1,1.143562513E2,1.875775251E1,6.486990225E-1,2.906174429E2,1.422664221E1,1.010066754E1
6.756790570E2,3.053827443E1,1.143562404E2,1.892311108E1,8.376140587E-1,2.904703482E2,1.422671023E1,1.010057173E1
6.766790628E2,3.053827880E1,1.143562304E2,1.905081973E1,9.016224786E-1,2.908891163E2,1.422642587E1,1.010097225E1
6.776790679E2,3.053828118E1,1.143562235E2,1.876642297E1,8.035364615E-1,2.890238290E2,1.422452599E1,1.010364754E1
6.786790717E2,3.053828603E1,1.143562163E2,1.854798819E1,8.079262814E-1,2.922152413E2,1.422385507E1,1.010459204E1
6.796790735E2,3.053828991E1,1.143562053E2,1.828627851E1,9.746380096E-1,2.911946575E2,1.422475533E1,1.010332466E1
6.806790751E2,3.053829102E1,1.143561998E2,1.804413911E1,7.207604564E-1,2.886656383E2,1.422533137E1,1.010251358E1
6.816790767E2,3.053829678E1,1.143561894E2,1.782007185E1,8.125430906E-1,2.902978223E2,1.422473339E1,1.010335555E1
6.826790761E2,3.053829926E1,1.143561804E2,1.781716539E1,8.431419029E-1,2.889830757E2,1.422354215E1,1.010503251E1
6.836790762E2,3.053830286E1,1.143561710E2,1.816306136E1,8.532402822E-1,2.897372179E2,1.422440739E1,1.010381452E1
6.846790748E2,3.053830526E1,1.143561623E2,1.782061258E1,8.434038875E-1,2.876837715E2,1.422490630E1,1.010311210E1
6.856790727E2,3.053830686E1,1.143561526E2,1.782449886E1,9.040844067E-1,2.863154633E2,1.422522122E1,1.010266869E1
6.866790693E2,3.053830852E1,1.143561442E2,1.758711618E1,8.393753430E-1,2.858510288E2,1.422541293E1,1.010239873E1
6.876790657E2,3.053830971E1,1.143561359E2,1.770731007E1,8.162955944E-1,2.858789558E2,1.422600369E1,1.010156683E1
6.886790624E2,3.053830978E1,1.143561268E2,1.757606519E1,8.419606581E-1,2.830922638E2,1.422524249E1,1.010263873E1
6.896790583E2,3.053831236E1,1.143561175E2,1.762842655E1,8.620378191E-1,2.828230823E2,1.422718911E1,1.009989719E1
6.906790527E2,3.053831528E1,1.143561093E2,1.772769459E1,8.812461742E-1,2.820661638E2,1.422748925E1,1.009947439E1
6.916790477E2,3.053831683E1,1.143560996E2,1.792629246E1,8.830849757E-1,2.823722961E2,1.422678623E1,1.010046468E1
6.926790420E2,3.053832009E1,1.143560909E2,1.778833145E1,9.296312744E-1,2.816341725E2,1.422742552E1,1.009956416E1
6.936790352E2,3.053832182E1,1.143560816E2,1.787992406E1,8.827340111E-1,2.809892778E2,1.422750337E1,1.009945450E1
6.946790290E2,3.053832244E1,1.143560722E2,1.804199891E1,8.311432704E-1,2.791703511E2,1.422877584E1,1.009766168E1
6.956790224E2,3.053832570E1,1.143560621E2,1.812157943E1,9.763165816E-1,2.788379359E2,1.422835682E1,1.009825211E1
6.966790150E2,3.053832742E1,1.143560539E2,1.831887290E1,8.964979435E-1,2.783818372E2,1.422925683E1,1.009698387E1
6.976790073E2,3.053833077E1,1.143560464E2,1.851548882E1,8.140024443E-1,2.807583447E2,1.422854192E1,1.009799129E1
6.986789994E2,3.053833346E1,1.143560388E2,1.855569623E1,7.577280092E-1,2.801493648E2,1.422997910E1,1.009596594E1
6.996789919E2,3.053833660E1,1.143560270E2,1.868643039E1,9.077964336E-1,2.816987793E2,1.423067741E1,1.009498161E1
7.006789834E2,3.053834060E1,1.143560185E2,1.865536717E1,9.149740416E-1,2.844526364E2,1.423000141E1,1.009593449E1
7.016789746E2,3.053834432E1,1.143560127E2,1.863736268E1,8.055041915E-1,2.853982649E2,1.423122039E1,1.009421613E1
7.026789657E2,3.053834406E1,1.143560027E2,1.860573627E1,8.492824041E-1,2.832535894E2,1.423127173E1,1.009414376E1
7.036789571E2,3.053834828E1,1.143559940E2,1.853085543E1,9.035899399E-1,2.849619163E2,1.423205433E1,1.009304032E1
7.046789479E2,3.053834977E1,1.143559861E2,1.828917678E1,8.777309928E-1,2.854582461E2,1.423204320E1,1.009305601E1
7.056789385E2,3.053835140E1,1.143559770E2,1.831283317E1,8.448943628E-1,2.853130236E2,1.423306269E1,1.009161829E1
7.066789293E2,3.053835273E1,1.143559682E2,1.832295700E1,8.295249102E-1,2.850893160E2,1.423357233E1,1.009089946E1
7.076789193E2,3.053835564E1,1.143559628E2,1.809939837E1,7.580608384E-1,2.869914886E2,1.423345302E1,1.009106776E1
7.086789100E2,3.053835509E1,1.143559547E2,1.822310351E1,7.394861394E-1,2.835414027E2,1.423408334E1,1.009017863E1
7.096789002E2,3.053835477E1,1.143559426E2,1.837783600E1,9.294587946E-1,2.816936692E2,1.423310262E1,1.009156198E1
7.106788889E2,3.053835637E1,1.143559342E2,1.865680183E1,8.613925965E-1,2.825395518E2,1.423356068E1,1.009091590E1
7.116788796E2,3.053835657E1,1.143559241E2,1.857095261E1,8.983972256E-1,2.815668701E2,1.423394044E1,1.009038021E1
7.126788684E2,3.053835685E1,1.143559142E2,1.870941568E1,8.825347485E-1,2.804889576E2,1.423314595E1,1.009150086E1
7.136788576E2,3.053835698E1,1.143559042E2,1.886738250E1,9.134951916E-1,2.783989662E2,1.423334032E1,1.009122672E1
7.146788478E2,3.053836127E1,1.143558971E2,1.865740470E1,8.401242925E-1,2.811490402E2,1.423438746E1,1.008974960E1
7.156788369E2,3.053836005E1,1.143558865E2,1.881370037E1,8.639033584E-1,2.811913112E2,1.423394911E1,1.009036798E1
7.166788253E2,3.053836169E1,1.143558773E2,1.886099753E1,8.320908505E-1,2.809060265E2,1.423467526E1,1.008934356E1
7.176788148E2,3.053836186E1,1.143558707E2,1.900034760E1,7.369817914E-1,2.806014716E2,1.423418969E1,1.009002860E1
7.186788034E2,3.053836170E1,1.143558597E2,1.899172176E1,8.577011354E-1,2.799612391E2,1.423424556E1,1.008994979E1
7.196787927E2,3.053836329E1,1.143558514E2,1.914443482E1,8.391923457E-1,2.813623234E2,1.423455875E1,1.008950794E1
7.206787815E2,3.053836383E1,1.143558418E2,1.941253944E1,8.525878190E-1,2.805946576E2,1.423407177E1,1.009019495E1
7.216787705E2,3.053836660E1,1.143558340E2,1.942707105E1,8.313127143E-1,2.836144473E2,1.423451865E1,1.008956451E1
7.226787587E2,3.053836714E1,1.143558245E2,1.955325653E1,8.389919444E-1,2.845603385E2,1.423395314E1,1.009036230E1
7.236787475E2,3.053836987E1,1.143558172E2,1.969912528E1,8.282781662E-1,2.855628310E2,1.423370995E1,1.009070535E1
7.246787366E2,3.053837102E1,1.143558084E2,1.985977757E1,8.445537334E-1,2.835625967E2,1.423433310E1,1.008982629E1
7.256787243E2,3.053837289E1,1.143558003E2,1.963306630E1,8.340716431E-1,2.832673854E2,1.423370620E1,1.009071064E1
7.266787140E2,3.053837476E1,1.143557933E2,1.961360134E1,7.152661666E-1,2.828152644E2,1.423302032E1,1.009167805E1
7.276787019E2,3.053837782E1,1.143557860E2,1.927546327E1,7.776366495E-1,2.845552652E2,1.423358583E1,1.009088043E1
7.286786907E2,3.053838125E1,1.143557803E2,1.939449430E1,7.739945136E-1,2.866797716E2,1.423365295E1,1.009078575E1
7.296786789E2,3.053838383E1,1.143557715E2,1.932025364E1,8.585939046E-1,2.861811172E2,1.423296463E1,1.009175659E1
7.306786673E2,3.053838576E1,1.143557655E2,1.907103989E1,7.105619144E-1,2.886984914E2,1.423199984E1,1.009311715E1
7.316786559E2,3.053838789E1,1.143557550E2,1.907204025E1,8.563266865E-1,2.878966442E2,1.423330968E1,1.009126994E1
7.326786445E2,3.053838920E1,1.143557482E2,1.851193451E1,8.059469566E-1,2.856335093E2,1.423240438E1,1.009254669E1
7.336786326E2,3.053838957E1,1.143557401E2,1.919172412E1,8.040124468E-1,2.835120494E2,1.423277721E1,1.009202091E1
7.346786206E2,3.053839054E1,1.143557310E2,1.962808538E1,8.448361858E-1,2.854623339E2,1.423295529E1,1.009176976E1
7.356786091E2,3.053839165E1,1.143557230E2,1.989428641E1,7.535621916E-1,2.855802649E2,1.423273877E1,1.009207513E1